OTU,RA,SampleID,Notes,ExperimentName,Date,OriginalSampleTypeName,VesselTypeName,VesselName,DilutionDenominator,SampleDay,SampleTimePoint,Day/TimePoint,SampleTimeHourOfDay,SampleTypeName,SamplingProtocolName,MediumName,Replicates,ReplicateGroup,DonorName,ZymoID,VesselVolume,VesselStirring,InitialpH,SetTemperature,SugarTitration,FedBatch
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,0.000578703703704,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000503220611916,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
None;Other;Other;Other,0.000465082123712,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
None;Other;Other;Other,0.000427737520129,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,0.000391648104178,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000367170097667,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,0.000342692091156,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Boechera gunnisoniana,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres;o__Deferribacterales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA;o__NA,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Lathyrus sativus,0.0,SD1564,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_1V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA;o__NA,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__NA,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA;o__NA,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales,0.0,SD1565,FL 1:6,RD491,15/12/2020,Fresh,None,None,6.0,1,0,D1/T0,10:00,Fecal Liquid,Anaerobic,None,1,RD491 - 1,MZ,zr4054_2V3V4,,,,,,
