OTU,RA,SampleID,Notes,ExperimentName,Date,OriginalSampleTypeName,VesselTypeName,VesselName,DilutionDenominator,SampleDay,SampleTimePoint,Day/TimePoint,SampleTimeHourOfDay,SampleTypeName,SamplingProtocolName,MediumName,Replicates,ReplicateGroup,DonorName,ZymoID,VesselVolume,VesselStirring,InitialpH,SetTemperature,SugarTitration,FedBatch
None;Other;Other;Other,0.00123482197983,SDC0113,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.00122160890417,SDC0129,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_6V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.00121903917549,SDC0230,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_13V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.00118308192842,SDC0127,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_4V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.00115903129384,SDC0246,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_17V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.00111349036403,SDC0142,Raw Stool,MBX-SD-202-0221,22/02/2021,Fresh,None,None,0.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0221 - 3,IO,zr4265_7V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.00110206330741,SDC0260,Raw Stool,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0321 - 3,IO,zr4265_19V3V4,,,,,,
None;Other;Other;Other,0.00103965542849,SDC0114,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_3V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000995385033029,SDC0129,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_6V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000974821084667,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000942184154176,SDC0142,Raw Stool,MBX-SD-202-0221,22/02/2021,Fresh,None,None,0.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0221 - 3,IO,zr4265_7V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000910792895815,SDC0128,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_5V3V4,,,,,,
None;Other;Other;Other,0.000894266175697,SDC0112,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000886573945808,SDC0230,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_13V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000875443801372,SDC0229,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_12V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000860193290492,SDC0128,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_5V3V4,,,,,,
None;Other;Other;Other,0.000856531049251,SDC0142,Raw Stool,MBX-SD-202-0221,22/02/2021,Fresh,None,None,0.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0221 - 3,IO,zr4265_7V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000841662283009,SDC0112,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000841662283009,SDC0112,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000802805594287,SDC0127,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_4V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000793021411578,SDC0246,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_17V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,0.000778172267886,SDC0229,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_12V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,0.000775752202582,SDC0230,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_13V3V4,,,,,,
None;Other;Other;Other,0.000768133435751,SDC0259,Raw Stool,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0321 - 3,IO,zr4265_18V3V4,,,,,,
None;Other;Other;Other,0.000758994079846,SDC0128,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_5V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000752671985549,SDC0244,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_15V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,0.000743494423792,SDC0245,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_16V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.000736454497633,SDC0112,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_1V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales,0.000729562646393,SDD013,IO,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,9:50:00,Fecal Liquid,Anaerobic,None,4,RD628 - 4,IO,zr4871_39V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000712105798576,SDC0231,Fecal Liquid 1:5,MBX-SD-202-0321,08/03/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0321 - 1,IO,zr4265_14V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.000708394474523,SDC0128,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_5V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000702493853179,SDC0244,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_15V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,0.000690387679235,SDC0245,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_16V3V4,,,,,,
None;Other;Other;Other,0.000679617149006,SDC0143,Raw Stool,MBX-SD-202-0221,22/02/2021,Fresh,None,None,0.0,1,0,D1/T0,,Raw Stool,Anaerobic,None,3,MBX-SD-202-0221 - 3,IO,zr4265_8V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales,0.00064814064652,SDD014,IO,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,9:50:00,Fecal Liquid,Anaerobic,None,4,RD628 - 4,IO,zr4871_40V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.000643596217635,SDC0114,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_3V3V4,,,,,,
None;Other;Other;Other,0.000633793890227,SDC0127,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_4V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales,0.000588182064971,SDC0129,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_6V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000584174190122,SDC0245,Fecal Liquid 1:20,MBX-SD-202-0321,08/03/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0321 - 2,IO,zr4265_16V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.000565960074089,SDC0113,Fecal Liquid 1:5,MBX-SD-202-0221,22/02/2021,Fresh,None,None,5.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,1,MBX-SD-202-0221 - 1,IO,zr4265_2V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.000497692516514,SDC0129,Fecal Liquid 1:20,MBX-SD-202-0221,22/02/2021,Fresh,None,None,20.0,1,0,D1/T0,,Fecal Liquid,Anaerobic,None,2,MBX-SD-202-0221 - 2,IO,zr4265_6V3V4,,,,,,
None;Other;Other;Other,0.000427970232293,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
None;Other;Other;Other,0.000413022351798,SDB008,Fecal liquid 1:6,RD586,25/07/2021,Fresh,None,None,6.0,1,1,D1/T1,10:40,Fecal Liquid,Anaerobic,FL,0B,RD586 - 0B,IO,zr4755_3V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,0.000263966212325,SDB007,Fecal liquid 1:6,RD586,25/07/2021,Fresh,None,None,6.0,1,1,D1/T1,10:40,Fecal Liquid,Anaerobic,FL,0B,RD586 - 0B,IO,zr4755_2V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,0.000230388204124,SDD013,IO,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,9:50:00,Fecal Liquid,Anaerobic,None,4,RD628 - 4,IO,zr4871_39V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__NA;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Victivallales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Planctomycetes;c__NA;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Deinococcales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Mycoplasmatales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__NA,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Frankiales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Boechera gunnisoniana,0.0,SDD001,IO,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,9:15:00,Raw Stool,Anaerobic,None,1,RD628 - 1,IO,zr4871_36V3V4,,,,,,
