OTU,RA,SampleID,Notes,ExperimentName,Date,OriginalSampleTypeName,VesselTypeName,VesselName,DilutionDenominator,SampleDay,SampleTimePoint,Day/TimePoint,SampleTimeHourOfDay,SampleTypeName,SamplingProtocolName,MediumName,Replicates,ReplicateGroup,DonorName,ZymoID,VesselVolume,VesselStirring,InitialpH,SetTemperature,SugarTitration,FedBatch
k__Bacteria;p__Firmicutes;c__Clostridia,0.548545140886,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.547044993546,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.259091431857,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.245528305366,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.0771252074498,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.0718113858539,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0563802323437,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0527659574468,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0311866125761,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0262219666475,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli,0.0214836112708,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Bacilli,0.0207219251337,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Negativicutes,0.0151668817997,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Negativicutes,0.0126509488212,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,0.00469235192639,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,0.00454084455099,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.00167912593445,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,0.00129079845104,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.00101419878296,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.000805060379528,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Cyanobacteria;c__Melainabacteria,0.000253018976423,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
None;Other;Other,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SDG037,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
None;Other;Other,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Cyanobacteria;c__Chloroplast,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Cyanobacteria;c__Melainabacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Tenericutes;c__Mollicutes,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Fusobacteria;c__Fusobacteriia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Chlamydiae;c__Chlamydiae,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Planctomycetes;c__NA,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Cytophagia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Deinococcus-Thermus;c__Deinococci,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__NA,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Acidobacteria;c__Acidobacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanobacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Synergistetes;c__Synergistia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Verrucomicrobia;c__Opitutae,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Archaea;p__Euryarchaeota;c__Methanomicrobia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Deferribacteres;c__Deferribacteres,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Saccharibacteria;c__NA,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Planctomycetes;c__Planctomycetacia,0.0,SDG038,FL 1:6_RG+MA,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,12:30:00,Fecal Liquid,Anaerobic,None,7,RD721 - 7,RG+MA,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.614570614571,SDD009,RG,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,11:25:00,Raw Stool,Anaerobic,None,3,RD628 - 3,RG,zr4871_38V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.613999129362,SDA005,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.571627314588,SDA006,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.510028966497,SDD021,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_43V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.496681833315,SDG002,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.486759064472,SDD022,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_44V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.464466363177,SDG001,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.442891237641,SDG008,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Clostridia,0.438421845746,SDG007,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.411342983698,SDG007,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.397033753836,SDG008,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.336818875552,SDD022,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_44V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.320243755807,SDD021,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_43V3V4,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.316978587085,SDG001,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.312684496726,SDG002,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.296090917997,SDA006,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.284263222811,SDA005,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.119857528241,SDG001,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Bacteroidetes;c__Bacteroidia,0.117601696549,SDD009,RG,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,11:25:00,Raw Stool,Anaerobic,None,3,RD628 - 3,RG,zr4871_38V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.101107469529,SDD009,RG,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,11:25:00,Raw Stool,Anaerobic,None,3,RD628 - 3,RG,zr4871_38V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0822106314504,SDG002,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0728959150012,SDD009,RG,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,11:25:00,Raw Stool,Anaerobic,None,3,RD628 - 3,RG,zr4871_38V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Actinobacteria,0.0662553820449,SDD009,RG,RD628,22/08/2021,Fresh,None,None,1.0,1,0,D1/T0,11:25:00,Raw Stool,Anaerobic,None,3,RD628 - 3,RG,zr4871_38V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0629427586468,SDG008,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.058062011964,SDG007,FL 1:6_RG,RD721,20/12/2021,Fresh,None,None,6.0,1,1,D1/T1,11:25:00,Fecal Liquid,Anaerobic,None,2,RD721 - 2,RG,,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0573773872871,SDD022,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_44V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.056348035197,SDD021,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_43V3V4,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0542630862517,SDD022,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_44V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.0536700005465,SDD021,RG,RD628,22/08/2021,Fresh,None,None,6.0,1,0,D1/T0,12:10:00,Fecal Liquid,Anaerobic,None,6,RD628 - 6,RG,zr4871_43V3V4,,,,,,
k__Bacteria;p__Firmicutes;c__Erysipelotrichia,0.049848143431,SDA006,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0434801908778,SDG002,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0425729219356,SDG001,Raw Stool_RG,RD721,20/12/2021,Fresh,None,None,1.0,1,1,D1/T1,11:25:00,Raw Stool,Anaerobic,None,1,RD721 - 1,RG,,,,,,,
k__Bacteria;p__Actinobacteria;c__Coriobacteriia,0.0420887626139,SDA006,Fecal Liquid 1:5,RD571,13/06/2021,Fresh,None,None,5.0,1,1,D1/T1,,Fecal Liquid,Anaerobic,None,2,RD571 - 2,RG,,,,,,,
